read_file,total_reads,total_bases,percent_bases_mapped,CP008706_accession,CP008706_coverage_avg,CP008706_coverage_rel_variance,CP008706_num_reads_mapped,CP008706_num_bases_mapped,CP008706_length,CP008706_nbinom_fit_mean,CP008706_nbinom_fit_rel_var,CP008707_accession,CP008707_coverage_avg,CP008707_coverage_rel_variance,CP008707_num_reads_mapped,CP008707_num_bases_mapped,CP008707_length,CP008707_nbinom_fit_mean,CP008707_nbinom_fit_rel_var,CP008708_accession,CP008708_coverage_avg,CP008708_coverage_rel_variance,CP008708_num_reads_mapped,CP008708_num_bases_mapped,CP008708_length,CP008708_nbinom_fit_mean,CP008708_nbinom_fit_rel_var,CP008709_accession,CP008709_coverage_avg,CP008709_coverage_rel_variance,CP008709_num_reads_mapped,CP008709_num_bases_mapped,CP008709_length,CP008709_nbinom_fit_mean,CP008709_nbinom_fit_rel_var
NRA290_S100_L008_R1_001_fastxclipper_trimmed,1492813,133834825,0.998,CP008706,29.458,5.953,1297519.0,116488331.0,3972672,33.256,5.955,CP008707,31.719,9.535,25407.0,2243877.0,83610,33.349,10.574,CP008708,565.073,174.295,54699.0,4872827.0,8731,1189.174,892.468,CP008709,4955.52,596.801,102531.0,8937350.0,1967,4246.899,161.973
NRA291_S101_L008_R1_001_fastxclipper_trimmed,2252840,202314578,0.998,CP008706,46.83,133.525,2062022.0,185226662.033,3972672,48.019,8.16,CP008707,29.336,8.529,23444.0,2076771.0,83610,34.799,11.627,CP008708,550.231,164.032,53131.0,4748844.0,8731,653.029,290.514,CP008709,4813.285,541.991,98978.0,8688767.0,1967,4169.724,160.395
NRA292_S102_L008_R1_001_fastxclipper_trimmed,2224777,199986918,0.998,CP008706,41.525,7.903,1815178.0,163356923.0,3972672,47.197,7.993,CP008707,15.202,4.928,10294.0,921232.0,83610,16.596,6.172,CP008708,1186.933,353.531,114178.0,10233629.0,8731,692.161,73.884,CP008709,12581.29,1444.613,257447.0,22683771.0,1967,10759.02,367.537
NRA293_S103_L008_R1_001_fastxclipper_trimmed,2341120,209246489,0.997,CP008706,47.624,13.291,2108948.0,188615207.595,3972672,49.817,12.362,CP008707,48.563,14.484,39289.0,3461469.0,83610,63.749,27.062,CP008708,754.287,226.735,73367.0,6513620.0,8731,473.324,72.869,CP008709,5019.623,637.251,103874.0,9044705.0,1967,4204.699,135.0
NRA294_S104_L008_R1_001_fastxclipper_trimmed,1978434,177741610,0.998,CP008706,40.004,13.897,1760913.0,158296101.533,3972672,43.688,8.504,CP008707,20.777,5.977,16720.0,1476320.0,83610,22.923,7.251,CP008708,594.869,170.823,57425.0,5131804.0,8731,472.268,102.325,CP008709,6193.016,706.206,126836.0,11147303.0,1967,5870.206,608.834
NRA295_S105_L008_R1_001_fastxclipper_trimmed,2031903,182845705,0.998,CP008706,41.853,9.88,1840415.0,165795551.195,3972672,45.611,9.716,CP008707,40.147,11.569,31965.0,2843317.0,83610,43.25,10.589,CP008708,540.009,160.052,52288.0,4666530.0,8731,709.311,226.458,CP008709,4534.293,543.042,93930.0,8170941.0,1967,4025.835,209.691
NRA296_S106_L008_R1_001_fastxclipper_trimmed,2010910,181109654,0.997,CP008706,42.568,11.302,1868569.0,168339699.556,3972672,44.306,10.242,CP008707,28.446,8.94,13958.0,1238376.0,83610,30.653,9.479,CP008708,394.359,117.442,37681.0,3374579.0,8731,240.607,27.749,CP008709,3804.025,450.102,78112.0,6854766.0,1967,3310.905,135.363
NRA297_S107_L008_R1_001_fastxclipper_trimmed,1571390,145855320,0.999,CP008706,32.339,9.024,1381019.0,128344667.667,3972672,33.587,8.098,CP008707,26.065,8.065,15852.0,1465785.0,83610,27.522,8.18,CP008708,671.132,222.392,62501.0,5758417.0,8731,859.315,134.147,CP008709,5040.456,638.826,99737.0,9024410.0,1967,4771.417,512.145
NRA298_S108_L008_R1_001_fastxclipper_trimmed,1094667,101969930,0.999,CP008706,22.192,6.654,944549.0,88112122.0,3972672,22.298,5.644,CP008707,24.295,7.505,12963.0,1207000.0,83610,25.63,5.573,CP008708,555.167,177.655,51353.0,4748014.0,8731,757.12,330.068,CP008709,3874.617,495.843,76467.0,6946916.0,1967,3344.416,265.547
NRA299_S109_L008_R1_001_fastxclipper_trimmed,1350251,124266383,0.999,CP008706,27.281,7.426,1170671.0,107862099.6,3972672,28.592,6.9,CP008707,33.103,9.609,25490.0,2332073.0,83610,36.303,10.079,CP008708,613.206,187.309,57616.0,5268097.0,8731,423.914,75.504,CP008709,4305.726,522.578,86010.0,7728522.0,1967,3657.343,183.574
NRA301_S110_L008_R1_001_fastxclipper_trimmed,1035081,96682011,0.999,CP008706,18.973,5.359,804958.0,75392902.0,3972672,19.506,5.061,CP008707,15.095,4.336,11334.0,1059749.0,83610,16.475,4.815,CP008708,922.131,272.901,85094.0,7907207.0,8731,1122.189,134.082,CP008709,6107.916,735.181,120397.0,10974510.0,1967,5606.518,570.209
NRA302_S111_L008_R1_001_fastxclipper_trimmed,2093878,189026153,0.998,CP008706,43.898,10.427,1924004.0,173767793.333,3972672,47.524,10.063,CP008707,52.667,15.403,41963.0,3733624.0,83610,55.685,17.355,CP008708,593.346,186.381,57024.0,5123736.0,8731,361.353,53.127,CP008709,2942.571,348.778,60382.0,5298808.0,1967,2589.025,123.869
NRA303_S112_L008_R1_001_fastxclipper_trimmed,1780504,161007490,0.998,CP008706,35.638,9.155,1550709.0,140434567.333,3972672,37.556,8.623,CP008707,13.902,4.837,6884.0,619641.0,83610,20.718,11.167,CP008708,797.524,243.96,76447.0,6875364.0,8731,570.077,105.706,CP008709,6366.965,770.535,130641.0,11468697.0,1967,5356.921,141.293
NRA304_S113_L008_R1_001_fastxclipper_trimmed,3201070,285228198,0.998,CP008706,65.186,17.275,2894405.0,257900439.667,3972672,69.883,16.241,CP008707,85.752,22.31,70052.0,6139530.0,83610,101.632,30.112,CP008708,882.984,257.726,85865.0,7621163.0,8731,579.716,83.539,CP008709,6402.04,759.723,131231.0,11543491.0,1967,5377.877,158.868
NRA306_S114_L008_R1_001_fastxclipper_trimmed,3770738,341024306,0.998,CP008706,80.383,17.614,3525709.0,318931611.0,3972672,89.442,16.111,CP008707,56.853,18.702,27598.0,2468716.0,83610,57.877,15.668,CP008708,1110.508,358.416,106509.0,9557868.0,8731,1489.037,426.022,CP008709,4528.066,573.803,92696.0,8149076.0,1967,3782.963,107.497
NRA307_S115_L008_R1_001_fastxclipper_trimmed,3703913,336393242,0.998,CP008706,75.843,15.647,3307768.0,300649438.267,3972672,83.872,14.816,CP008707,44.527,12.988,21137.0,1901935.0,83610,53.695,16.679,CP008708,1182.062,350.937,112397.0,10164842.0,8731,725.601,99.178,CP008709,11453.48,1398.903,232301.0,20576475.0,1967,10500.33,739.939
NRA308_S116_L008_R1_001_fastxclipper_trimmed,2908886,263446550,0.998,CP008706,56.863,14.987,2477158.0,224697137.667,3972672,59.51,13.271,CP008707,15.143,5.187,11821.0,1055533.0,83610,23.508,12.215,CP008708,1172.217,367.833,111922.0,10099541.0,8731,3901.866,3448.396,CP008709,13521.31,1696.355,275519.0,24317152.0,1967,11290.55,311.014
NRA309_S117_L008_R1_001_fastxclipper_trimmed,2564035,231935021,0.998,CP008706,49.785,10.868,2165008.0,196099915.714,3972672,54.587,10.336,CP008707,79.03,23.658,62772.0,5611463.0,83610,83.543,25.619,CP008708,891.789,269.97,85099.0,7690634.0,8731,498.289,46.262,CP008709,11021.97,1328.195,224684.0,19850674.0,1967,9530.911,406.639
NRA310_S118_L008_R1_001_fastxclipper_trimmed,2450961,221187443,0.998,CP008706,50.275,14.775,2199304.0,198709919.98,3972672,51.214,13.428,CP008707,17.933,5.736,8470.0,756028.0,83610,18.978,6.156,CP008708,782.004,243.29,75505.0,6741984.0,8731,509.336,94.238,CP008709,7245.717,883.976,148720.0,13039573.0,1967,6145.804,190.247
NRA311_S119_L008_R1_001_fastxclipper_trimmed,1666768,154758625,0.999,CP008706,32.411,7.899,1373544.0,127802936.611,3972672,34.616,7.425,CP008707,14.512,4.805,10809.0,1004530.0,83610,15.777,5.094,CP008708,1285.756,425.343,119785.0,11045922.0,8731,1784.519,1018.858,CP008709,7341.824,911.443,145397.0,13151550.0,1967,7210.626,794.299
NRA312_S120_L008_R1_001_fastxclipper_trimmed,1607372,149599200,0.999,CP008706,33.059,10.342,1406752.0,131088262.984,3972672,32.442,8.195,CP008707,22.463,6.519,13299.0,1233841.0,83610,21.912,5.082,CP008708,881.12,283.139,81845.0,7563559.0,8731,697.327,198.659,CP008709,4733.962,605.358,93459.0,8478501.0,1967,4093.034,284.585
NRA313_S121_L008_R1_001_fastxclipper_trimmed,1828187,166798034,0.998,CP008706,37.093,10.587,1603799.0,146406359.5,3972672,38.336,9.692,CP008707,11.638,3.957,9242.0,840422.0,83610,16.974,8.054,CP008708,1004.637,325.755,95037.0,8646722.0,8731,724.32,125.297,CP008709,5257.707,665.652,105837.0,9440155.0,1967,4373.11,130.184
NRA314_S122_L008_R1_001_fastxclipper_trimmed,2393685,216610681,0.998,CP008706,46.499,10.272,2028580.0,183689262.778,3972672,51.984,10.398,CP008707,15.45,5.102,10203.0,913149.0,83610,17.662,6.149,CP008708,1172.125,344.464,111316.0,10058166.0,8731,1163.596,390.311,CP008709,10738.01,1294.745,217655.0,19322027.0,1967,9255.739,393.058
NRA315_S123_L008_R1_001_fastxclipper_trimmed,3838672,345117791,0.998,CP008706,74.518,15.806,3272054.0,294683526.265,3972672,83.373,15.505,CP008707,41.001,12.147,20143.0,1793003.0,83610,40.549,7.764,CP008708,2136.401,646.332,208523.0,18606746.0,8731,2051.998,569.402,CP008709,14616.76,1642.239,301979.0,26382361.0,1967,12839.33,494.505
NRA316_S124_L008_R1_001_fastxclipper_trimmed,3505053,314109709,0.998,CP008706,70.134,16.243,3115463.0,279385599.067,3972672,75.762,14.652,CP008707,152.208,38.32,122412.0,10819879.0,83610,175.251,45.825,CP008708,816.585,237.736,78956.0,7045056.0,8731,786.329,251.214,CP008709,7985.347,891.116,164505.0,14421557.0,1967,7004.798,287.708
NRA317_S125_L008_R1_001_fastxclipper_trimmed,3583272,320576550,0.998,CP008706,73.242,17.77,3274145.0,293130447.167,3972672,79.468,16.449,CP008707,108.229,30.004,87427.0,7702191.0,83610,124.478,34.45,CP008708,653.894,199.002,63574.0,5643582.0,8731,781.003,286.995,CP008709,6605.117,770.138,137290.0,11939437.0,1967,5656.844,187.207
NRA319_S126_L008_R1_001_fastxclipper_trimmed,3437615,309678536,0.998,CP008706,71.341,16.145,3140003.0,283010164.31,3972672,77.413,14.659,CP008707,38.848,11.164,27636.0,2459946.0,83610,43.31,11.645,CP008708,1171.709,342.365,112801.0,10087407.0,8731,830.401,141.723,CP008709,6642.743,754.915,136743.0,11994134.0,1967,5690.238,168.473
NRA320_S127_L008_R1_001_fastxclipper_trimmed,2515854,226058255,0.998,CP008706,55.107,11.976,2427864.0,218129331.713,3972672,61.162,11.591,CP008707,29.143,9.42,14947.0,1322011.0,83610,31.108,8.164,CP008708,314.416,96.68,30634.0,2713919.0,8731,238.589,44.03,CP008709,1602.105,190.164,33009.0,2884855.0,1967,1347.131,40.196
NRA321_S128_L008_R1_001_fastxclipper_trimmed,2516393,225368448,0.998,CP008706,52.094,11.655,2305932.0,206580862.334,3972672,57.614,11.289,CP008707,34.146,10.936,19344.0,1701030.0,83610,40.974,13.765,CP008708,846.345,257.214,82011.0,7293809.0,8731,537.998,75.173,CP008709,4558.027,527.46,93881.0,8214482.0,1967,3890.965,130.562
NRA322_S129_L008_R1_001_fastxclipper_trimmed,3001523,267498443,0.997,CP008706,60.61,13.417,2693260.0,239957199.778,3972672,66.816,13.447,CP008707,55.507,15.32,27605.0,2415860.0,83610,58.835,14.078,CP008708,873.425,250.922,84306.0,7532341.0,8731,673.347,110.054,CP008709,8386.445,917.522,172236.0,15140415.0,1967,7992.816,976.997
NRA323_S130_L008_R1_001_fastxclipper_trimmed,3197955,285652832,0.997,CP008706,65.553,15.48,2912067.0,260066682.712,3972672,71.354,14.648,CP008707,57.88,15.418,29125.0,2554484.0,83610,62.557,14.956,CP008708,797.398,246.153,77043.0,6874224.0,8731,536.355,74.98,CP008709,7615.042,871.366,155839.0,13717413.0,1967,7034.494,504.717
NRA324_S131_L008_R1_001_fastxclipper_trimmed,3238486,289642737,0.997,CP008706,66.578,14.609,2961412.0,264806725.489,3972672,73.689,14.282,CP008707,59.573,16.379,30152.0,2652632.0,83610,68.57,17.997,CP008708,790.234,236.299,76693.0,6826339.0,8731,714.366,199.789,CP008709,7229.894,841.7,147515.0,13023397.0,1967,7188.893,755.773
